what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.genuitec.eclipse.reporting,8.5.0.me201003052220,"com.genuitec.eclipse.reporting",1299496363296
stopped,bundle,com.genuitec.eclipse.ws,8.5.0.me201003180050,"com.genuitec.eclipse.ws",1299496363296
stopped,bundle,com.genuitec.eclipse.ws.blue,8.5.0.me201003180050,"com.genuitec.eclipse.ws.blue",1299496363296
stopped,bundle,com.genuitec.eclipse.ws.xfire.framework,8.5.0.me201003052220,"com.genuitec.eclipse.ws.xfire.framework",1299496363296
stopped,bundle,com.genuitec.eclipse.ws.xfire,8.5.0.me201003052220,"com.genuitec.eclipse.ws.xfire",1299496363296
stopped,bundle,com.genuitec.myeclipse.perspective,8.5.0.me201003232017,"com.genuitec.myeclipse.perspective",1299496363296
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1299496363359
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1299496363437
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1299496363546
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.project,8.5.0.me201003232017,"com.genuitec.eclipse.blue.project",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.was61portal,8.5.0.me201003161829,"com.genuitec.eclipse.blue.was61portal",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.was6portal,8.5.0.me201003121946,"com.genuitec.eclipse.blue.was6portal",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.websphere5,8.5.0.me201003121946,"com.genuitec.eclipse.blue.websphere5",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.websphere6,8.5.0.me201003121946,"com.genuitec.eclipse.blue.websphere6",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.websphere61,8.5.0.me201003250241,"com.genuitec.eclipse.blue.websphere61",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.websphere7,8.5.0.me201003250241,"com.genuitec.eclipse.blue.websphere7",1299496363640
stopped,bundle,com.genuitec.eclipse.blue.websphere,8.5.0.me201003250241,"com.genuitec.eclipse.blue.websphere",1299496363640
stopped,bundle,com.genuitec.eclipse.export.wizard,8.5.0.me201003052220,"com.genuitec.eclipse.export.wizard",1299496363718
stopped,bundle,com.genuitec.eclipse.javascript.iedebugger,8.5.0.me201003052220,"com.genuitec.eclipse.javascript.iedebugger",1299496363750
stopped,bundle,com.genuitec.eclipse.struts2,8.5.0.me201003121946,"com.genuitec.eclipse.struts2",1299496363765
stopped,bundle,com.genuitec.eclipse.visualvm.server,8.5.0.me201003121946,"com.genuitec.eclipse.visualvm.server",1299496363843
stopped,bundle,com.genuitec.eclipse.ast.deploy.core,8.5.0.me201003232017,"com.genuitec.eclipse.ast.deploy.core",1299496363843
stopped,bundle,com.genuitec.eclipse.jsf.designer,8.5.0.me201003250241,"com.genuitec.eclipse.jsf.designer",1299496363937
stopped,bundle,com.genuitec.myeclipse.icefaces,8.5.0.me201003121946,"com.genuitec.myeclipse.icefaces",1299496363937
