what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.genuitec.myeclipse.blue.product85,8.5.0.me201003250242,"com.genuitec.myeclipse.blue.product85",1299495280687
stopped,bundle,com.genuitec.org.eclipse.webbrowser,8.5.0.me201003180050,"com.genuitec.org.eclipse.webbrowser",1299495280718
stopped,bundle,com.genuitec.javascript.debug,8.5.0.me201003180050,"com.genuitec.javascript.debug",1299495280734
stopped,bundle,com.genuitec.eclipse.javascript,8.5.0.me201003180050,"com.genuitec.eclipse.javascript",1299495280765
stopped,bundle,com.genuitec.eclipse.portlet,8.5.0.me201003101716,"com.genuitec.eclipse.portlet",1299495280781
stopped,bundle,com.genuitec.eclipse.wizards,8.5.0.me201003052220,"com.genuitec.eclipse.wizards",1299495280781
stopped,bundle,com.genuitec.eclipse.integration,8.5.0.me201003052220,"com.genuitec.eclipse.integration",1299495280781
stopped,bundle,com.genuitec.eclipse.maven,8.5.0.me201003232017,"com.genuitec.eclipse.maven",1299495280796
activated,perspective,com.genuitec.myeclipse.perspective,,"com.genuitec.myeclipse.perspective.myeclipseperspective",1299496262156
started,bundle,org.eclipse.osgi,3.5.1.R35x_v20090827,"org.eclipse.osgi",1299496262171
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.101.R35x_v20090807-1100,"org.eclipse.equinox.simpleconfigurator",1299496262265
started,bundle,com.ibm.icu,4.0.1.v20090822,"com.ibm.icu",1299496262296
started,bundle,org.eclipse.core.contenttype,3.4.1.R35x_v20090826-0451,"org.eclipse.core.contenttype",1299496262312
started,bundle,org.eclipse.core.databinding.observable,1.2.0.M20090902-0800,"org.eclipse.core.databinding.observable",1299496262375
started,bundle,org.eclipse.core.filebuffers,3.5.0.v20090526-2000,"org.eclipse.core.filebuffers",1299496262390
started,bundle,org.eclipse.core.jobs,3.4.100.v20090429-1800,"org.eclipse.core.jobs",1299496262421
started,bundle,org.eclipse.core.net,1.2.1.r35x_20090812-1200,"org.eclipse.core.net",1299496262437
started,bundle,org.eclipse.core.runtime,3.5.0.v20090525,"org.eclipse.core.runtime",1299496262484
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20090413,"org.eclipse.core.runtime.compatibility",1299496262515
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20090413,"org.eclipse.core.runtime.compatibility.auth",1299496262531
started,bundle,org.eclipse.ecf,3.0.0.v20090831-1906,"org.eclipse.ecf",1299496262578
started,bundle,org.eclipse.ecf.filetransfer,3.0.0.v20090831-1906,"org.eclipse.ecf.filetransfer",1299496262593
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090831-1906,"org.eclipse.ecf.identity",1299496262625
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer",1299496262687
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer.httpclient",1299496262703
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1299496262703
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1299496262703
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1299496262718
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1299496262734
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1299496262750
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1299496262765
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1299496262796
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1299496262812
